eventid,date,extended,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,motive,guncertain1,nperps,nperpcap,claimed,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propextent_txt,addnotes,scite1,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197005010007,1970-05-01,0,Illinois,Champaign,40.1142,-88.243499,1.0,0,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Lincoln Square Mall in Champaign, Illinois, United States. There were no casualties and the mall sustained only light damage. The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Champaign business,Lincoln Square Mall,United States,Revolutionary Force 26,Protest the treatment of African Americans in Champaign Illinois,0.0,-99,-99,1.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),"A group calling itself the Revolutionary Force 26 indicated that they were the perpetrators behind the attacks in an editorial in the Daily Illini.  There were many protests and riots by the African American community of Champaign, after the shooting of Edgar Hoults.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,0,0,0,0,None
197005010008,1970-05-01,0,Illinois,Champaign,40.1142,-88.243499,1.0,0,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Jos. Kuhn Company in Champaign, Illinois, United States. There were no casualties and the clothing store sustained only light damage. The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Champaign business,Jos. Kuhn Company,United States,Revolutionary Force 26,Protest the treatment of African Americans in Champaign Illinois,0.0,-99,-99,1.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),"A group calling itself the Revolutionary Force 26 indicated that they were the perpetrators behind the attacks in an editorial in the Daily Illini.  There were many protests and riots by the African American community of Champaign, after the shooting of Edgar Hoults.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,0,0,0,0,None
197005040002,1970-05-04,0,Maryland,Jennings,39.645039,-79.183128,1.0,0,"5/4/1970: Unknown perpetrators firebombed a barbershop owned by a non-union member in Jennings, Maryland, United States. There were no casualties but the shop was damaged.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,Unspecified,"Barbershop whose owner was not a union member in Jennings, Maryland",United States,Strikers,Protest barbershop owners who were not part of the union,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),There was a previous fire at the barbershop in 1969.  The barbershop had been picketed by the local barber's union.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005040003,1970-05-04,0,North Carolina,Chapel Hill,35.904912,-79.046913,1.0,0,"5/4/1970: Unknown perpetrators detonated a plastic explosive at the R.O.T.C. office at the University of North Carolina, Chapel Hill, United States. There were no casualties and it unknown whether the office sustained any damages.",1,1,1,1,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. Office, University of North Carolina",United States,Student Radicals,Protest the R.O.T.C. program,0.0,-99,-99,0.0,Explosives,Other Explosive Type,Plastic explosive,0,0,0,0,0,0,Unknown,This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005040004,1970-05-04,0,Oklahoma,Norman,35.22076,-97.446599,1.0,0,"5/4/1970: Unknown perpetrators tossed bricks into the window of the Selective Service office in Norman, Oklahoma, United States. The building was subsequently firebombed. There were no casualties but it the building was damaged.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,"Selective Service office, Norman Oklahoma",United States,Left-Wing Militants,Protest the draft,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Bricks thrown at window and then firebombed,0,0,0,0,0,0,Minor (likely < $1 million),This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005040005,1970-05-04,0,Missouri,Maryville,40.347457,-94.872909,1.0,0,"5/4/1970: Unknown perpetrators threw two Molotov cocktails into the motor vehicle compound of the Missouri National Guard in Maryville, Missouri, United States. There were no casualties and it is unknown whether the compound sustained damages.",1,1,1,1,0,Facility/Infrastructure Attack,Military,Military Transportation/Vehicle (excluding convoys),Missouri National Guard,Vehicle compound of Missouri National Guard,United States,Left-Wing Militants,Protest the National Guard and the US military,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Two Molotov cocktails,0,0,0,0,0,0,Unknown,This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005050002,1970-05-05,0,Idaho,Lewiston,46.404973,-117.009341,1.0,0,"5/5/1970: Joe Schock, an ex-Marine who served in Vietnam, threw a gasoline firebomb into the National Guard Armory in Lewiston, Idaho, United States. There were no casualties but twenty-nine military vehicles were destroyed, causing an estimated loss of $250,000.",1,1,1,1,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard,"National Guard Armory, Lewiston Idaho",United States,Left-Wing Militants,Protest the Vietnam War and the National Guard,0.0,1,1,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Gasoline firebomb tossed over fence,0,0,0,0,0,0,Minor (likely < $1 million),"Joe Schock was captured, but skipped on his bail and escaped to Canada.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005050004,1970-05-05,0,Florida,Coral Gables,25.720851,-80.277857,1.0,0,"5/5/1970: Members of the Black Afro Militant Movement (BAMM) bombed the Computer Center at the University of Miami in Coral Gables, Florida, United States. There were no casualties and it is unknown if the building sustained damages.",1,1,1,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,University of Miami,"Computer Center, University of Miami",United States,Black Afro Militant Movement,Unspecified,0.0,-99,-99,0.0,Explosives,Unknown Explosive Type,Small explosive device,0,0,0,0,0,0,Unknown,The Black Afro Militant Movement committed two other attacks in the Miami area during the same month 197005130004 and 197005200003),"""Final Report to the Grand Jury: B.A.M.M.,"" Eleventh Judicial Circuit Court of Florida, Dade County, November 9, 1970.",Hewitt Project,0,0,0,0,None
197005050005,1970-05-05,0,Florida,Orlando,28.538235,-81.377389,1.0,0,"5/5/1970: Unknown perpetrators tossed a firebomb through the window of a Federal Office Building in Orlando, Florida, United States. There were no casualties but an office in the Social Security Department was heavily damaged.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Federal Office Building,"Social Security Department, Veterans Administration and Selective Service offices of Orlando Florida.",United States,Left-Wing Militants,Protest the United States government,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb tossed through a window,0,0,0,0,0,0,Minor (likely < $1 million),"In addition to the Social Security Department, the Federal Office Building also housed the Veterans Administration and Selective Service offices.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005050006,1970-05-05,0,New York,New York City,40.697132,-73.931351,1.0,0,"5/5/1970: Unknown perpetrators detonated a bomb at the Sears, Roebuck & Company Department Store in Brooklyn, New York, United States. Two women were injured in the blast and it is unknown if the store was damaged.",1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,"Sears, Roebuck & Company","Sears, Roebuck & Company, Brooklyn New York",United States,Unknown,Unspecified,0.0,-99,-99,0.0,Explosives,Unknown Explosive Type,Bomb believed to be hidden in a hand bag,0,0,0,2,2,0,Unknown,The explosion did not create a fire.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005060001,1970-05-06,0,California,Oakland,37.791927,-122.225906,1.0,0,"5/6/1970: Unknown perpetrators firebombed the Selective Service Office in Oakland, California, United States. There were no casualties but the building sustained $200 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,Selective Service office in Oakland California,United States,Left-Wing Militants,Protest and sabotage the draft,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005060002,1970-05-06,0,Washington,Longview,46.143582,-122.925645,1.0,0,"5/6/1970: Unknown perpetrators detonated two bombs, probably consisting of dynamite, at the Longview National Guard Armory in Longview, Washington, United States. There were no casualties and it is unknown whether the explosion caused any damage.",1,1,1,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,Longview National Guard Armory,United States,Left-Wing Militants,Protest the National Guard and the US military,0.0,-99,-99,0.0,Explosives,Dynamite/TNT,Two explosive charges suspected of being dynamite,0,0,0,0,0,0,Unknown,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005060003,1970-05-06,0,Pennsylvania,Reading,40.336585,-75.927843,1.0,0,"5/6/1970: Unknown perpetrators set off an incendiary device at the U.S. Army Reserve Center in Reading, Pennsylvania, United States. There were no casualties and it is unknown whether the resulting fire caused any damages.",1,1,1,1,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,U.S. Army Reserve Center,"U.S. Army Reserve Center, Reading Pennsylvania",United States,Left-Wing Militants,Protest the National Guard and the US military,0.0,-99,-99,0.0,Incendiary,Gasoline or Alcohol,Incendiary device,0,0,0,0,0,0,Unknown,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005060004,1970-05-06,0,Oregon,Portland,45.511795,-122.675629,1.0,0,"5/6/1970: Unknown perpetrators set off a firebomb at a Federal Government Building in Portland, Oregon, United States. There were no casualties but the building sustained an estimated $1000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Federal Government Building,"Federal Government Building, Portland Oregon",United States,Left-Wing Militants,Protest the policies of the US government,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),This was one of many attacks against government targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005060005,1970-05-06,0,California,San Pedro,33.73787,-118.284664,1.0,0,"5/6/1970: Two White males were arrested while they were attempting to firebomb vehicles at the San Pedro National Guard Armory in San Pedro, California, United States. No firebombs were succesfully ignited.",1,1,1,0,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,San Pedro National Guard Armory,United States,Left-Wing Militants,Protest the National Guard and the US military,0.0,2,2,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebombs,0,0,0,0,0,0,Unspecified,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005060006,1970-05-06,0,Oregon,Portland,45.511795,-122.675629,1.0,0,"5/6/1970: Unknown perpetrators threw a firebomb through the glass door of Oregon's Selective Service Headquarters in Portland, United States. There were no casualties but the entryway and ceiling were damaged.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,"Selective Service Headquarters, Portland Oregon",United States,Left-Wing Militants,Protest and sabotage the draft,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb consisting of a bottle that was presumably filled with gasoline,0,0,0,0,0,0,Minor (likely < $1 million),"In a sixth month period, the Oregon Selective Service Headquarters was firebombed three other times (197002010001, 197006030001, and 197008100001).","""Draft Office Bombed 4th Time,"" Washington Post, August 11, 1970.",Hewitt Project,-9,-9,0,-9,None
197005060007,1970-05-06,0,Massachusetts,Boston,42.301631,-71.067605,1.0,0,"5/6/1970: Unknown perpetrators set fire to a sacred Torah Scroll at Chevra Shas synagogue in Boston, Massachusetts, United States. There were no casualties but the scroll was destroyed. This is believed to be part of a campaign to scare Jews out of the Dorchester area.",1,1,1,1,0,Facility/Infrastructure Attack,Religious Figures/Institutions,Unspecified,Synagogue in the Dorchester area of Boston,Chevra Shas synagogue,United States,Black Nationalists,To scare Jewish residents of the Dorchester out of the area,0.0,-99,-99,0.0,Incendiary,Arson/Fire,Arson,0,0,0,0,0,0,Minor (likely < $1 million),Three weeks later there was another fire set at Chevra Shas synagogue and two fires set at Agudath Israel synagogue (197005270002 and 197005270003).  A Catholic Church in Dorchester sustained two arson attacks during this same time period (197005000001 and197007000002).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 4, 1970.",Hewitt Project,-9,-9,0,-9,None
197005070002,1970-05-07,0,New York,New York City,40.697132,-73.931351,1.0,0,"5/7/1970: Unknown perpetrators set off a pipe bomb at a  social club in the ""Little Italy"" section of Manhattan, New York, United States. There were no casualties and the building sustained only slight damages.",1,1,1,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,Social Club in Manhattan New York,Unspecified,United States,Unknown,Unspecified,0.0,-99,-99,0.0,Explosives,Pipe Bomb,Eight-inch pipe bomb,0,0,0,0,0,0,Minor (likely < $1 million),The bomb exploded overnight after everyone left the club.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005080001,1970-05-08,0,Connecticut,New London,41.356445,-72.096469,1.0,0,"5/8/1970: Unknown perpetrators threw four bombs into the National Guard Armory in New London, Connecticut, United States. There were no casualties and the resulting fire caused minimal damage.",1,1,1,1,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,"National Guard Armory, New London Connecticut",United States,Left-Wing Militants,Protest the National Guard and the US military,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Four firebombs thrown into armory,0,0,0,0,0,0,Minor (likely < $1 million),National Guardsmen in both New Hampshire and Vermont were deployed to protect their respective armories as a result of this incident.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005090001,1970-05-09,0,New York,New York City,40.818985,-73.595724,1.0,0,"5/9/1970: The Stop the War Coalition claimed credit for setting fire to the Humanities Building at the Brooklyn campus of Long Island University in New York, United States. Twelve firefighters were injured fighting the blaze and the building sustained $100,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,"Long Island University, Brooklyn campus","Humanities Building, Long Island University",United States,Stop the War Coalition,To force Long Island University to close,1.0,-99,-99,1.0,Incendiary,Arson/Fire,Arson,0,0,0,12,12,0,Minor (likely < $1 million),The Stop the War Coalition sent a letter to the president of Long Island University warning that there would be more attacks against the university unless the campus closed.  Twelve firemen were treated for smoke inhalation.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"William E. Farrell, ""Political Action By Youth Is Goal,"" New York Times, May 10, 1970.",Hewitt Project,0,0,0,0,None
197005090002,1970-05-09,0,California,Los Angeles,34.097866,-118.407379,1.0,0,"5/9/1970: Unknown perpetrators detonated a bomb at a Selective Services office in Los Angeles, California, United States. There were no casualties but the building sustained an estimated $10,000 in damages.",1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Selective Service,Selective Service office in Hollywood California,United States,Left-Wing Militants,Protest and sabotage the draft,0.0,-99,-99,0.0,Explosives,Time Fuse,Time bomb,0,0,0,0,0,0,Minor (likely < $1 million),This was one of many attacks against government targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005090003,1970-05-09,0,California,Sacramento,38.551295,-121.471066,1.0,0,"5/9/1970: Sacramento Police Officer Bernard Bennett was shot and killed by a sniper, suspected of being a Black Militant, as the he was patrolling the Oak Park area of Sacramento, United States, with his partner Officer Lloyd Smothers.",1,1,1,1,0,Armed Assault,Police,Police Security Forces/Officers,Sacramento Police Department,Sacramento Police Officers,United States,Black Nationalists,To punish Sacramento Police officers for their treatment of African Americans,0.0,-99,-99,0.0,Firearms,Unknown Gun Type,Sniper; a total of six bullets fired,1,1,0,0,0,0,Unspecified,"The bullet struck officer Bennett in the head.  This attack occurred during heightened tensions between the police and the African American community of Sacramento California.  The police originally charged seven people, with ties to various Black National organizations including the Black Panther Party, for the attack.  However,  the suspected perpetrators were acquitted of the crime during their trial due to lack of evidence.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005100002,1970-05-10,0,District of Columbia,Washington,38.908642,-77.015381,1.0,0,None,1,1,1,1,0,Bombing/Explosion,NGO,Domestic NGO,Unspecified,National Guard Assoc,United States,"Weather Underground, Weathermen",Unspecified,0.0,0,0,Unspecified,Explosives,Unknown Explosive Type,Explosive,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,0,0,0,0,None
197005120002,1970-05-12,0,Texas,Houston,29.813822,-95.365295,1.0,0,"5/12/1970: A splinter group of the Ku Klux Klan claimed credit for blowing up a transmitter of the radio station KPFT in Houston, Texas, United States. KPFT radio gave a platform for people with Communist views. There were no casualties but the station was knocked of the air.",1,1,1,1,0,Bombing/Explosion,Telecommunication,Radio,KPFT - FM,KPFT transmitter,United States,Ku Klux Klan,Intimidating/preventing KFPT from allowing Communists a network to share their views.,0.0,4,4,1.0,Explosives,Dynamite/TNT,Dynamite,0,0,0,0,0,0,Minor (likely < $1 million),"Of the four perpetrators indicted, two of them, Beam and Moratto, were Klansmen.  Hutto was also accused of being a member of the Klan.  It had been widely reported that a splinter group of the Klan took credit for the attack. The perpetrators were also indicted for 197103110001 and 197010090001.","Martin Waldron, ""2 Bombings Laid to 4 in Houston,"" New York Times, June 12, 1971.",Hewitt Project,0,0,0,0,None
197005120003,1970-05-12,0,Michigan,Detroit,42.331685,-83.047924,1.0,0,"5/12/1970: Unknown perpetrators set fire to a building housing two Selective Services offices in Detroit, Michigan, United States. There were no casualties but the Selective Service offices sustained $50,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,"Selective Service Local Boards 186 and 187, Detroit Michigan",United States,Left-Wing Militants,Protest and sabotage the draft,0.0,-99,-99,0.0,Incendiary,Gasoline or Alcohol,Gasoline can found in the vicinity of the scene,0,0,0,0,0,0,Minor (likely < $1 million),The fire burned for around an hour and a half until firefighters were able to extinguish it.  This was one of many attacks against government targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005130001,1970-05-13,0,Iowa,Des Moines,41.579662,-93.621506,1.0,0,"5/13/1970: Suspected members of the Black Panthers bombed the Des Moines Police Station in Iowa, United States. Two people were injured and the attack caused an estimated $200,000 in damages.",1,1,1,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Des Moines Police Department,Des Moines Police Station,United States,Black Panthers,To kill police officers,1.0,-99,-99,0.0,Explosives,Dynamite/TNT,Dynamite explosion,0,0,0,2,2,0,Minor (likely < $1 million),"There was a bomb threat against the Des Moines Police Department a week earlier.  On May 5th 1970, a large quantity of dynamite was stolen from Quick Supply, a dynamite supply warehouse in Ankeny Iowa.  Police believed that the stolen dynamite was used by the Black Panthers in this attack as well as in four other incidents taking place in Iowa during May and June 1970 197005220003, 197006130001, 197006210001, and 197006290001).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,0,0,0,0,None
197005130002,1970-05-13,0,Utah,Salt Lake City,40.759505,-111.888229,1.0,0,"5/13/1970: Unknown perpetrators bombed the supply building of the Utah National Guard in Salt Lake City, United States. There were no casualties and the building sustained an estimated $9,000 in damages.",1,1,1,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Utah National Guard,"Utah National Guard, Salt Lake City",United States,Left-Wing Militants,Protest the National Guard and the US military,0.0,-99,-99,0.0,Explosives,Unknown Explosive Type,Bomb detonated,0,0,0,0,0,0,Minor (likely < $1 million),This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005130003,1970-05-13,0,North Carolina,Oxford,36.312,-78.5882,1.0,0,"5/13/1970: Unknown African American perpetrators threw three firebombs at the house of James Rudder, a White citizen of Oxford, North Carolina, United States. Two of the firebombs failed to ignite and the third caused only minor damage to the roof of the house. This incident took place during heightened racial tensions in Oxford.",1,1,1,1,0,Facility/Infrastructure Attack,Private Citizens & Property,Named Civilian,White citizen in Oxford North Carolina,House of James Rudder,United States,Black Nationalists,To protest and intimidate the White community of Oxford North Carolina,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Three firebombs thrown at the house,0,0,0,0,0,0,Minor (likely < $1 million),"The incident occurred around 10:40 PM.  About ten minutes before the attack, the Tiny Tote convince store was firebombed in what was believed to be a diversionary tactic.  Two days before the firebombing, there was a racial slaying of an African American in Oxford which resulted in numerous demonstrations and riots.  Other incidents in Oxford include 197005260001, 197005260002, 197005140004, and 197005250001.","Timothy B. Tyson, ""Blood Dones Sign My Name,"" Crown Publishers, 2004.",Hewitt Project,-9,-9,0,-9,None
197005130004,1970-05-13,0,Florida,Miami,25.774591,-80.214195,1.0,0,"5/13/1970: Members of the Black Afro Militant Movement (BAMM) firebombed the Allapattah Five and Ten Cent Store in Miami, Florida, United States. There were no casualties and it is unknown if the store sustained any damages.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unspecified,"Allapattah Five and Ten Cent Store, Miami Florida",United States,Black Afro Militant Movement,Unspecified,0.0,6,6,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Unknown,The Black Afro Militant Movement committed two other attacks in the Miami area during the same month (197005050004 and 197005200003),"""Final Report to the Grand Jury: B.A.M.M.,"" Eleventh Judicial Circuit Court of Florida, Dade County, November 9, 1970.",Hewitt Project,0,0,0,0,None
197005140001,1970-05-14,0,Massachusetts,Melrose,42.45717,-71.064049,1.0,0,"5/14/1970: Unknown perpetrators firebombed the National Guard Armory in Melrose, Massachusetts, United States. There were no casualties and the damages are unknown.",1,1,1,1,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,"National Guard Armory, Melrose Massachusetts",United States,Left-Wing Militants,Protest the National Guard and the US military,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Molotov cocktail consisting of beer bottles and gasoline,0,0,0,0,0,0,Unknown,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005140002,1970-05-14,0,New York,New York City,40.697132,-73.931351,1.0,0,"5/14/1970: Unknown perpetrators bombed the Alma Mater statue at Columbia University in Manhattan, New York, United States. There were no casualties but the statue was damaged.",1,1,1,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Columbia University,Alma Mater statue,United States,Student Radicals,Protest the administration of Columbia University and the Vietnam War,0.0,-99,-99,0.0,Explosives,Dynamite/TNT,Bomb consisting of one or two sticks of TNT,0,0,0,0,0,0,Minor (likely < $1 million),This was one of many attacks against educational institutions within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005140003,1970-05-14,0,California,Long Beach,33.783824,-118.11409,1.0,0,"5/14/1970: Unknown perpetrators placed a pipe bomb in the Science Building at California State University, Long Beach, United States. The bomb was discovered and subsequently removed before detonating.",1,1,1,0,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,"California State University, Long Beach","Science Building, California State University, Long Beach",United States,Student Radicals,Unspecified,0.0,-99,-99,0.0,Explosives,Pipe Bomb,None,0,0,0,0,0,0,Unspecified,None,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005140004,1970-05-14,0,North Carolina,Oxford,36.312,-78.5882,1.0,0,"5/14/1970: Unknown African American perpetrators attempted to firebomb a tobacco warehouse in Oxford, North Carolina, United States. The firebomb failed but, as part of a diversionary tactic, an unoccupied house in another part of town was damaged by an incendiary device. This incident took place during heightened racial tensions in Oxford.",1,1,1,0,0,Facility/Infrastructure Attack,Business,Farm/Ranch,White owned tobacco business in Oxford North Carolina,Unspecified,United States,Black Nationalists,To protest and intimidate the White community of Oxford North Carolina,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebombs with fuse placed in the flues beneath the warehouse,0,0,0,0,0,0,Minor (likely < $1 million),"Three days before the firebombing, there was a racial slaying of an African American in Oxford which resulted in numerous demonstrations and riots.  Other incidents in Oxford include 197005260001, 197005260002, 197005130003, and 197005250001.","Timothy B. Tyson, ""Blood Dones Sign My Name,"" Crown Publishers, 2004.",Hewitt Project,-9,-9,0,-9,None
