eventid,date,extended,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,natlty1_txt,gname,guncertain1,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,propextent,addnotes,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,number_related
197101150005,1971-01-15,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,Air Force Recruiting Station housed in a building in Harlem,United States,Left-Wing Militants,0.0,Explosives,Pipe Bomb,None,0,0,0,3.0,This is part of a multiple attack with 197101150004.  The bomb exploded at 11:40 AM.,Hewitt Project,-9,-9,0,-9,"197101150004, 197101150005",2
197101170002,1971-01-17,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Government (Diplomatic),0,UAR mission,Egypt,Unknown,0.0,Incendiary,0,Incendiary,0,0,0,3.0,None,PGIS,-9,-9,1,1,None,0
197101240002,1971-01-24,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Police,Police Security Forces/Officers,Indiscriminate New York policeman,United States,Black Liberation Army,0.0,Melee,Knife or Other Sharp Object,Knife,1,1,1,0.0,"The police officer recovered from his stab wounds.  Josh Smith, a man purporting to be from the Black Liberation Army, called New York Channel 7 after the incident claiming that ""no longer will the pig hatchet men plant their heels on our people.""  He stated that the next two people to be targeted would be the commissioner and deputy commissioner of the New York Police Department.",Hewitt Project,0,0,0,0,None,0
197101290003,1971-01-29,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Federal Building,United States,Chicano Liberation Front,0.0,Explosives,Unknown Explosive Type,Explosive,1,0,0,0.0,None,PGIS,0,0,0,0,None,0
197102200003,1971-02-20,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Armed Assault,Police,Police Security Forces/Officers,Unspecified,United States,Black Afro Militant Movement,1.0,Firearms,Rifle/Shotgun (non-automatic),Two .30 caliber rifle slugs,1,0,0,0.0,"Victor Butler was an African American.  In his original confession, Thurston stated that he was in a car with 3-5 people that dropped Lane and Johnson off to commit the murder.  The Miami Police Department considers the case closed since Lane, Johnson, and Thurston, who the department believed to be involved in the incident, were arrested.",Hewitt Project,0,0,0,0,None,0
197102220001,1971-02-22,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,0,Realty Office,United States,Chicano Liberation Front,0.0,Explosives,Unknown Explosive Type,Bomb,0,0,0,3.0,"The realty office that was bombed was apparently mistaken for an office that was owned by a critic of the Chicano Liberation Front.  On the outside of the wall of the office, ""Chicano Liberation Front"" was written with shoe polish.",Hewitt Project,0,0,0,0,None,0
197103010003,1971-03-01,0,Washington,38.908642,-77.015381,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Capitol Building,United States,"Weather Underground, Weathermen",0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197103010004,1971-03-01,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,New School for Social Research,United States,Puerto Rican Resistance Movement,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,1,0,0,1,None,0
197103020001,1971-03-02,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Iraqi mission to U.N.,Iraq,Unknown,0.0,Incendiary,0,Incendiary,0,0,0,4.0,None,PGIS,-9,-9,1,1,None,0
197103110001,1971-03-11,0,Houston,29.813822,-95.365295,1.0,0,1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Political Party Member/Rally,Harris County headquarters of the Socialist Workers Party,United States,Ku Klux Klan,1.0,Explosives,Unknown Explosive Type,None,0,0,0,3.0,"Of the four perpetrators indicted, two of them, Beam and Moratto, were Klansmen.  Hutto was also accused of being a member of the Klan.  The perpetrators were also indicted for 197005120002 and 197010090001.",Hewitt Project,0,0,0,0,None,0
197103190002,1971-03-19,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,B. Altman Department Store,United States,Armed Revolutionary Independence Movement (MIRA),1.0,Incendiary,Gasoline or Alcohol,"There were three incendiary devices that were cigarette packs containing chemicals, batteries, and watch wires.",0,0,0,3.0,Eduardo Cruz and Wilfredo were suspected members of MIRA.,Hewitt Project,0,1,0,1,None,0
197103300003,1971-03-30,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,Cuban Health Exchange,Cuba,Secret Cuban Government,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,0,1,1,None,0
197103300006,1971-03-30,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Political Party Member/Rally,"Communist Party USA, New York Headquarters",United States,Jewish Defense League (JDL),1.0,Explosives,Pipe Bomb,Ten inch pipe bomb,0,0,0,3.0,"The Associated Press received a predawn phone call from an unknown person announcing that there would be a bombing at the building.  The Jewish Defense League denied involvement in the incident.  Later in the day, the Students Activists for Soviet Jewry, a front for the JDL, demonstrated in front of the building.  The bombing coincided with the opening of the congress of the Communist Party in Moscow which was attended by delegates of the American Communist Party.",Hewitt Project,0,0,0,0,None,0
197104010001,1971-04-01,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,City Hall,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,-9,-9,0,-9,None,0
197104030002,1971-04-03,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Bank of America,United States,Unknown,0.0,Incendiary,0,Incendiary,0,0,0,0.0,None,PGIS,-9,-9,0,-9,None,0
197104060004,1971-04-06,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Bank of America,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,-9,-9,0,-9,None,0
197104120001,1971-04-12,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,"Consulate, South Africa",South Africa,Black Revolutionary Assault Team,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,1,1,1,None,0
197104150001,1971-04-15,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Los Angeles Selective Service office,United States,Left-Wing Militants,0.0,Explosives,Unknown Explosive Type,Bombed,0,0,0,4.0,None,Hewitt Project,-9,-9,0,-9,None,0
197104170001,1971-04-17,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,Official: Samuel Lee Napier,United States,Black Panthers,0.0,Firearms,Handgun,Pistols,1,0,0,0.0,None,PGIS,0,0,0,0,None,0
197104190001,1971-04-19,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Armed Assault,Police,Police Security Forces/Officers,Policemen,United States,Black Panthers,0.0,Firearms,Handgun,Pistols,0,0,2,0.0,None,PGIS,0,0,0,0,None,0
197104190003,1971-04-19,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Tourists,Tourism Travel Agency,South African Tourist Corp.,South Africa,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,-9,-9,1,1,None,0
197104220001,1971-04-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Soviet Trade Agency,Soviet Union,Jewish Defense League (JDL),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,1,1,1,None,0
197104270002,1971-04-27,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,"Julien's Furniture Store, Los Angeles",United States,Left-Wing Militants,0.0,Explosives,Other Explosive Type,Bomb consisting of low-grade black powder,0,0,0,3.0,Authorities suspected that this incident might be connected with the bombing of a Bank of America in Los Angeles a day later (197104280002).  Both incidents used bombs consisting of similar material.,Hewitt Project,-9,-9,0,-9,None,0
197104280002,1971-04-28,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,"Lincoln Heights branch of Bank of America, Los Angeles",United States,Chicano Liberation Front,1.0,Explosives,Unknown Explosive Type,Bomb consisting of low-grade black powder,0,0,0,3.0,"Authorities suspected that this incident might be connected with the bombing of a furniture store in Los Angeles a day earlier (197104270002).  Both incidents used bombs consisting of similar substances.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,None,0
197104290003,1971-04-29,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,"Bank of America, Montebello branch in Los Angeles",United States,Chicano Liberation Front,1.0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Black powder device tossed from a car at the building,0,0,0,3.0,"This might be part of a multiple attack with the bombing of Safeway in Los Angeles less than an hour earlier (197104290002).  Both incidents took place in the East Los Angeles area and used similar types of bombs.  The bomb was thrown from a car located in an alley behind the building.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,"197104290002, 197104290003",2
197105080003,1971-05-08,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Los Angeles County Welfare Office,United States,Chicano Liberation Front,1.0,Explosives,Pipe Bomb,None,0,0,0,3.0,"The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,None,0
197105110002,1971-05-11,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Los Angeles Savings & Loan,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,-9,-9,0,-9,None,0
197105110003,1971-05-11,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,"Bank of America, Woodland Hills branch in Los Angeles California",United States,Chicano Liberation Front,0.0,Incendiary,Gasoline or Alcohol,Gallon jug containing flammable liquid smashed against the building,0,0,0,3.0,"This was part of a multiple attack with 197105110004.  Hours before the incident, the Glendale Savings and Loan in Los Angeles was bombed (197105110002).  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,"197105110003, 197105110004",2
197105110004,1971-05-11,0,Los Angeles,34.250636,-118.61481,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,"Bank of America, Chatworth branch in Los Angeles California",United States,Left-Wing Militants,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb tossed into building,0,0,0,3.0,"This was part of a multiple attack with 197105110003.  Hours before the incident, the Glendale Savings and Loan in Los Angeles was bombed (197105110002).  The bomb extinguished itself before it caused any damage.",Hewitt Project,-9,-9,0,-9,"197105110003, 197105110004",2
197105130001,1971-05-13,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,0,0,Armed Assault,Police,Police Security Forces/Officers,Policemen,United States,Black Panthers,0.0,Firearms,Rifle/Shotgun (non-automatic),Rifle,0,0,3,0.0,None,PGIS,0,0,0,0,None,0
197105190001,1971-05-19,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Police,Police Security Forces/Officers,Police officers guarding the home of New York District Attorney Frank Horgan,United States,Black Liberation Army,0.0,Firearms,Automatic or Semi-Automatic Rifle,.45 caliber submachine gun,0,0,2,3.0,"The Black Liberation Army claimed the attack in letters to the New York Times and New York radio station WLIB.  The machine gun used in the incident was discovered by police while arresting members of the Black Liberation Army in a robbery two weeks later (197106050002).  Richard Moore (Dhoruba al-Mujahid Bin Walid) was convicted of the incident in 1973 after two previous trials went to hung juries.  However, the New York Supreme Court reversed the conviction in 1990 due to the prosecutions failure to disclose evidence to the defense.",Hewitt Project,0,0,0,0,None,0
197105210001,1971-05-21,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Assassination,Police,Police Security Forces/Officers,Policemen Piagentini and Jones,United States,Black Liberation Army,0.0,Firearms,Automatic or Semi-Automatic Rifle,Automatic firearm,2,0,0,0.0,None,PGIS,0,0,0,0,None,0
197106030001,1971-06-03,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,United California Bank,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,-9,-9,0,-9,None,0
197106050002,1971-06-05,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Business,Entertainment/Cultural/Stadium/Casino,Triple O Night Club,United States,Black Liberation Army,0.0,Firearms,Handgun,Pistols,1,0,0,3.0,None,PGIS,0,0,0,0,None,0
197106110002,1971-06-11,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Journalists & Media,Radio Journalist/Staff/Facility,KALI,United States,Chicano Radicals,0.0,Explosives,Unknown Explosive Type,Bomb placed outside the door of the building,0,0,0,3.0,"This is part of a multiple incident with 197106110003.  KALI was bombed an hour before KWKW.  After the bombings,  an anonymous caller stated that the attacks were in retaliation for the death of eight left-wing Mexican protesters during demonstrations in Mexico City a week earlier.    In a tape recording released on August 14, the Chicano Liberation Front denied participating in the bombings of Mexican-American radio stations.  There were four other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106130002, 197106130001, 197106150001, and 197106170001).",Hewitt Project,-9,-9,0,-9,"197106110002, 197106110003",2
197106130001,1971-06-13,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Tourists,Other Facility,Mexican government tourist office,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,-9,-9,0,-9,None,0
197106130002,1971-06-13,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Journalists & Media,Television Journalist/Staff/Facility,KMEX-TV,United States,Chicano Radicals,0.0,Explosives,Other Explosive Type,Small homemade bomb,0,0,0,3.0,"Later in the same day, a Mexican tourist office in Los Angeles was bombed (197106130001).  There were five other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106110002, 197106110003, 197106130002, 197106150001, and 197106170001).",Hewitt Project,-9,-9,0,-9,None,0
197106170001,1971-06-17,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,Offices of LA Opinion,United States,Chicano Radicals,0.0,Explosives,Unknown Explosive Type,Bomb placed outside the front door of the building or tossed at the building,0,0,0,3.0,"The bombing caused 'several thousands' of dollars of damage to the building.  The newspaper received a bomb threat after the attacks on KALI and KWKW (197106110002 and 197106110003).  There were three other bombings of Mexican-American facilities in the Los Angeles area during the same week (197106130002, 197106130001, and 197106150001).  In a tape recording released on August 14, the Chicano Liberation Front denied participating in the bombings of a Mexican-American newspaper.",Hewitt Project,-9,-9,0,-9,None,0
197106180002,1971-06-18,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Business,Bank/Commerce,Bank,United States,Black Liberation Army,0.0,Firearms,Handgun,Pistols,0,0,0,4.0,None,PGIS,0,0,0,0,None,0
197106220002,1971-06-22,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Educational Institution,Other Personnel,"Campus police vehicle at California State University, Los Angeles",United States,Chicano Liberation Front,1.0,Explosives,Unknown Explosive Type,Bomb,0,0,0,3.0,"This might be part of a multiple incident with 197106220003.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,"197106220002, 197106220003",2
197106220003,1971-06-22,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Counselor's office at Lincoln High School,United States,Chicano Liberation Front,1.0,Explosives,Vehicle,Bomb inside or under police vehicle,0,0,0,3.0,"This might be part of a multiple incident with 197106220002.  The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,"197106220002, 197106220003",2
197106240002,1971-06-24,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,"Belvedere Junior High School, Los Angeles",United States,Chicano Liberation Front,1.0,Explosives,Unknown Explosive Type,Bomb placed on window sill,0,0,0,3.0,"The Chicano Liberation Front claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,None,0
197106260001,1971-06-26,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Security Pacific National Bank,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,-9,-9,0,-9,None,0
197107000002,1971-07-15,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,theatre,United States,Secret Cuban Government,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,1,1,0,1,None,0
197107010001,1971-07-01,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"63rd Army Reserve center, Los Angeles California",United States,Chicano Liberation Front,0.0,Explosives,Pipe Bomb,None,0,0,0,3.0,"Shortly before the device detonated, an anonymous caller phoned the police warning that the Chicano Liberation Front placed a bomb at the Army Reserve center.  The Chicano Liberation Army also claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs.""  Furthermore, a fake bomb was also discovered at a travel agency in Beverly Hills around the same time as this incident (197107010002).",Hewitt Project,0,0,0,0,None,0
197107080001,1971-07-08,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Pan American National Bank,United States,Chicano Liberation Front,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,0,0,0,None,0
197107080002,1971-07-08,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Post office in East Los Angeles,United States,Chicano Liberation Front,0.0,Explosives,Unknown Explosive Type,Bomb,0,0,0,3.0,"The Los Angeles Herald-Examiner received an anonymous call stating that the incident was carried out by the Chicano Liberation Front.  The Chicano Liberation Army also claimed credit for the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs.""",Hewitt Project,0,0,0,0,None,0
197107180003,1971-07-18,0,Los Angeles,34.042309,-118.141507,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,"Monterey Park branch of Bank of America, Los Angeles",United States,Chicano Liberation Front,1.0,Explosives,Unknown Explosive Type,Bomb,0,0,0,3.0,"The bomb detonated at 10:21 PM.  The Chicano Liberation Front claimed credit the incident in a tape recording sent to the Los Angeles Free Press.  The CLF stated that they were ""fed up with our people being treated like dogs."" However, authorities could not confirm if the CLF actually committed the attack.",Hewitt Project,0,0,0,0,None,0
197107250001,1971-07-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Soviet Embassy car,Soviet Union,Jewish Defense League (JDL),0.0,Incendiary,0,Incendiary,0,0,0,3.0,None,PGIS,0,1,1,1,None,0
197108110001,1971-08-11,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,0,Trucking Firm,United States,Jewish Defense League (JDL),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,0,0,0,None,0
197108220001,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Grocery,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,0,1,None,0
197108220004,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,supermarket,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,0,1,None,0
197108220005,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,grocery,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,0,1,None,0
197108220006,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,grocery,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,1,0,1,None,0
197108220007,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,grocery,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,1,0,1,None,0
197108220008,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,supermarket,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,1,0,1,None,0
197108220009,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,grocery,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,1,0,1,None,0
197108220010,1971-08-22,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,grocery,United States,Armed Revolutionary Independence Movement (MIRA),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,1,0,1,None,0
197108230006,1971-08-23,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,"Main lobby of Yeshiva University Building, Manhattan New York",United States,White supremacists/nationalists,0.0,Explosives,Time Fuse,Pipe bomb with timing device,0,0,0,0.0,The bomb was defused around 8:15 AM.,Hewitt Project,-9,-9,0,-9,None,0
197108230007,1971-08-23,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Business,Bank/Commerce,Bankers Trust Co.,United States,Black Liberation Army,0.0,Firearms,Handgun,Pistols,0,0,0,4.0,None,PGIS,0,0,0,0,None,0
197108270001,1971-08-27,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,0,Real Estate Office,United States,Chicano Liberation Front,0.0,Incendiary,0,Incendiary,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197109200002,1971-09-20,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Facility/Infrastructure Attack,Government (Diplomatic),0,Malawi U.N. Mission,Malawi,Black Revolutionary Assault Team,0.0,Incendiary,0,Incendiary,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197109200003,1971-09-20,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),0,Zaire Mission to U.N.,Democratic Republic of the Congo,Black Revolutionary Assault Team,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197109240001,1971-09-24,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Chase Manhattan Bank,United States,"Weather Underground, Weathermen",0.0,Incendiary,0,Incendiary,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197109240002,1971-09-24,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Chase Manhattan International Banking Corporation,United States,"Weather Underground, Weathermen",0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197110180001,1971-10-18,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,Travel Agency,United States,Jewish Defense League (JDL),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197110200002,1971-10-20,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Apartment of Soviet UN Delegation,Soviet Union,Jewish Defense League (JDL),0.0,Firearms,Rifle/Shotgun (non-automatic),Rifle,0,0,0,3.0,None,PGIS,0,1,1,1,None,0
197111020002,1971-11-02,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Bank of America,United States,"Weather Underground, Weathermen",0.0,Incendiary,0,Incendiary,0,0,0,3.0,None,PGIS,0,0,0,0,None,0
197111100002,1971-11-10,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"National Guard Armory, New York City",United States,Left-Wing Militants,0.0,Explosives,Unknown Explosive Type,Bombed,0,0,0,0.0,None,Hewitt Project,-9,-9,0,-9,None,0
197112050001,1971-12-05,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Russian Gift Shop,Soviet Union,Jewish Armed Resistance,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
